From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
60162,BOULDER 2 1,60148,BLACK HAWK 3,1,Closed,Line,NO,-17.9,2.9,18.1,147.6,12.4,0.01,-1.08
20465,HERALD 1,20468,HERALD 4,1,Closed,Transformer,YES,-175.9,22.2,177.3,1426.9,12.4,0.03,2.55
20065,LOS MOLINOS 3,20529,RED BLUFF 3 2,1,Closed,Line,NO,24.8,-4,25.1,201.9,12.4,0.04,-1.31
21074,GLEN ELLEN 1,21223,NAPA 4 1,1,Closed,Line,NO,16,12.4,20.3,188.5,12.4,0.02,-4.66
28781,REDLANDS 5 1,28788,REDLANDS 5 8,1,Closed,Transformer,YES,-172.1,21.4,173.4,1397.3,12.4,0.03,2.23
74146,SALMON 1,77160,DARBY 1,1,Closed,Line,NO,-24.5,3.5,24.7,211.4,12.4,0.27,-5.14
28781,REDLANDS 5 1,28787,REDLANDS 5 7,1,Closed,Transformer,YES,-172.1,22.5,173.5,1399.4,12.4,0.04,3.3
60752,COMMERCE CITY 3 1,60884,WELLINGTON 4 1,1,Closed,Line,NO,-302,-69.9,309.9,2614.2,12.4,0.94,-184.56
28781,REDLANDS 5 1,28785,REDLANDS 5 5,1,Closed,Transformer,YES,-172.1,22.6,173.5,1400.9,12.4,0.04,3.46
28781,REDLANDS 5 1,28786,REDLANDS 5 6,1,Closed,Transformer,YES,-172.1,21.6,173.4,1400.4,12.4,0.03,2.43
10483,SAMMAMISH 3 1,10485,ISSAQUAH 1 1,1,Closed,Line,NO,-11.4,20.3,23.3,194,12.4,0.02,-0.81
30338,BOULDER CITY 4 1,30344,BOULDER CITY 4 7,1,Closed,Transformer,YES,-62.6,-9.8,63.4,513.3,12.4,0.01,0.55
28781,REDLANDS 5 1,28784,REDLANDS 5 4,1,Closed,Transformer,YES,-172.1,22.1,173.5,1402.5,12.4,0.04,2.94
23241,EARLIMART 2,25076,SHAFTER 1,1,Closed,Line,NO,27.1,-3.2,27.3,220.8,12.4,0.09,-6.01
13543,OXBOW 1 1,13546,OXBOW 1 4,1,Closed,TransformerWinding,YES,44,-30.9,53.7,437.9,12.4,0.01,0.64
21346,SARATOGA 2 2,21357,SUNNYVALE 2 1,1,Closed,Line,NO,23,7.3,24.2,196.4,12.3,0,-0.24
50313,WELLINGTON 2 1,50447,HUNTINGTON 2 2,1,Closed,Line,NO,-23.1,5.1,23.7,232.7,12.3,0.02,-11.86
74234,CLARK FORK 1,74238,CLARK FORK 5,1,Closed,Transformer,YES,-44.9,-13,46.7,380.1,12.3,0.01,0.49
20143,SACRAMENTO 16 1,20185,ANTELOPE 2 1,1,Closed,Line,NO,-24.1,3.4,24.3,198,12.3,0.02,-0.46
23366,TRANQUILLITY 2,23137,MENDOTA 1 1,1,Closed,Line,NO,-27.5,2.3,27.6,224.7,12.3,0.04,-0.64
50294,SPRINGVILLE 1 1,50282,PROVO 6 2,1,Closed,Line,NO,-28,-12,30.5,247.4,12.3,0.03,-0.73
20477,REDDING 10 2,20476,REDDING 10 1,1,Closed,Transformer,YES,-42.6,9.9,43.7,354.7,12.3,0.01,0.7
40933,JOSEPH CITY 2 3,40932,JOSEPH CITY 2 2,1,Closed,Transformer,YES,-72,-17.1,74,603.8,12.3,0.02,1.2
28440,SUN CITY 3 1,28504,MORENO VALLEY 6 1,1,Closed,Line,NO,17.6,-16.6,24.1,196.2,12.3,0.01,-0.45
13571,TOLEDO 2 1,13086,ALBANY 1 1,1,Closed,Line,NO,-118.8,33.2,123.4,1135.4,12.3,0.33,-39.83
30181,LAS VEGAS 45 1,30215,HENDERSON 6 1,1,Closed,Line,NO,18.9,-21.4,28.6,232.6,12.3,0.01,-0.57
13532,LOWELL 3 1,13535,LOWELL 3 4,1,Closed,TransformerWinding,YES,-22.9,1.8,23,186.5,12.3,0,0.08
30109,LAS VEGAS 9 1,30099,LAS VEGAS 1 2,1,Closed,Line,NO,21.2,-18.9,28.4,230.9,12.3,0.02,-3.3
70009,BIG PINEY 1,74190,MONTPELIER 1,1,Closed,Line,NO,-28.5,-9.2,29.9,255.2,12.3,0.12,-22.12
10905,BEVERLY 1,10717,WENATCHEE 4 1,1,Closed,Line,NO,281.3,165.9,326.6,3936.5,12.3,0.18,-228.03
74249,RUPERT 2 6,74153,RUPERT 1 1,1,Closed,Line,NO,-4.4,19.7,20.1,186.4,12.3,0.01,-2.82
23002,MONTEREY 1,23003,SEASIDE 2 1,1,Closed,Line,NO,-20.4,-15.1,25.4,206.7,12.3,0.01,-0.45
53078,ALBUQUERQUE 7 3,53096,ALBUQUERQUE 15 2,1,Closed,Line,NO,11.4,10,15.2,128.9,12.3,0,-0.97
10484,REDMOND 3 1,10477,WOODINVILLE 2 1,1,Closed,Line,NO,-23.6,9.1,25.3,207.6,12.3,0.01,-0.45
10900,COULEE CITY 1 2,10899,COULEE CITY 1 1,1,Closed,Transformer,YES,-42,7.2,42.6,346.8,12.3,0.01,0.5
28365,OCEANSIDE 7 2,28351,OCEANSIDE 4 1,1,Closed,Line,NO,12.1,20.4,23.7,196.3,12.3,0.01,-0.45
60732,BRUSH 2 2,60731,BRUSH 2 1,1,Closed,Transformer,YES,-15.4,-3.3,15.7,128.5,12.3,0,0.13
53000,LAS VEGAS 79 1,53004,MORA 1,1,Closed,Line,NO,-17.5,3.2,17.8,152,12.3,0.15,-2.8
28574,LA MESA 2 1,28780,SAN DIEGO 49 8,1,Closed,Line,NO,140.1,-16.3,141.1,1151.7,12.2,0.12,-27.99
50100,SALT LAKE CITY 4 1,50086,SALT LAKE CITY 1 2,1,Closed,Line,NO,-29.6,8.9,30.9,253.5,12.2,0.01,-0.5
28144,CHINO HILLS 2 2,28140,ANAHEIM 13 1,1,Closed,Line,NO,22.7,1.6,22.7,185.9,12.2,0.01,-0.34
13471,UMATILLA 2 2,13537,HERMISTON 4 1,1,Closed,Line,NO,-136.1,-26.4,138.6,1132.1,12.2,0.06,-17.13
26057,BAKERSFIELD 32 4,26090,DELANO 4 1,1,Closed,Line,NO,-136.5,-48.8,145,1184.5,12.2,0.18,-25.13
13513,LOWELL 2 1,13582,LOWELL 4 3,1,Closed,Line,NO,26.6,-5,27,220.8,12.2,0.05,-5.87
25869,BORON 1 1,28460,APPLE VALLEY 1 3,1,Closed,Line,NO,132.4,5.8,132.5,1140.6,12.2,0.37,-39.48
21675,ANTIOCH 7 1,21539,ANTIOCH 2 1,1,Closed,Line,NO,24.8,-1.6,24.9,203.3,12.2,0.03,-1.5
60610,FLAGLER 1,60667,LIMON 3 3,1,Closed,Line,NO,17,-5.6,17.9,146.3,12.2,0.07,-5.79
50053,KANAB 1,50021,HILDALE 1,1,Closed,Line,NO,30.4,-14.6,33.8,276,12.2,0.16,-17.45
30183,LAS VEGAS 46 2,30237,HENDERSON 11 1,1,Closed,Line,NO,-29.3,5.2,29.8,246.4,12.2,0.02,-1.74
21259,ORINDA 1,21161,RICHMOND 3 2,1,Closed,Line,NO,-21.5,-13.5,25.4,207.5,12.2,0.01,-0.26
20114,WEST SACRAMENTO 3 1,20105,WEST SACRAMENTO 1 1,1,Closed,Line,NO,24.1,-1.6,24.1,197.4,12.2,0.01,-0.5
40517,TUCSON 16 1,40805,TUCSON 49 1,1,Closed,Line,NO,-289.9,27.7,291.2,2430.7,12.2,0.25,-34.69
28749,CALEXICO 3 1,28935,CALEXICO 4 1,1,Closed,Line,NO,-137.9,-18.2,139.1,1140.1,12.2,0.04,-5.37
20001,FORTUNA 1,20010,GARBERVILLE 1,1,Closed,Line,NO,25,-5.6,25.7,210.3,12.2,0.16,-6.18
28100,SANTA ANA 7 1,28014,WESTMINSTER 3 1,1,Closed,Line,NO,-10.7,19.9,22.6,187,12.2,0.01,-0.22
50422,MILFORD 4 3,30383,ELY 2 2,1,Closed,Line,NO,14.5,1.3,14.5,221.9,12.2,0.17,-21.68
26087,WELDON 1,25859,CANTIL 1,1,Closed,Line,NO,137.2,-22.3,139,1139.9,12.2,0.07,-8.26
21214,REDWOOD CITY 3 1,21265,STANFORD 1 1,1,Closed,Line,NO,-22.1,8.1,23.5,203.4,12.2,0.04,-3.02
23175,LEMOORE 2 1,23283,LEMOORE 4 2,1,Closed,Line,NO,-23.8,-7.5,25,204.8,12.2,0.03,-0.86
10136,FERNDALE 1 2,10210,BELLINGHAM 3 1,1,Closed,Line,NO,23.5,3.9,23.8,202,12.2,0.02,-3.48
30382,ELY 2 1,30385,ELY 2 4,1,Closed,TransformerWinding,YES,31.3,-35,46.9,394,12.2,0.03,1.4
53019,RUIDOSO 1,53017,ALTO 2,1,Closed,Line,NO,-17.6,-2.8,17.8,146,12.2,0.03,-1.23
40601,CIBECUE 2,40630,TAYLOR 1,1,Closed,Line,NO,-15.8,1.1,15.8,137.1,12.2,0.08,-4.02
25056,SANTA BARBARA 3 1,25983,GOLETA 4 2,1,Closed,Line,NO,-23.8,-8.5,25.3,207.7,12.2,0.07,-3.78
77125,SEELEY LAKE 1,77141,MISSOULA 4 1,1,Closed,Line,NO,25.5,-12.2,28.3,232.7,12.2,0.09,-11.23
70130,MOUNTAIN VIEW 6 1,50432,EVANSTON 2 4,1,Closed,Line,NO,26.1,-3.5,26.3,216.3,12.2,0.02,-0.51
13646,CLATSKANIE 4 2,13645,CLATSKANIE 4 1,1,Closed,Transformer,YES,-165.9,-29.5,168.6,1388.3,12.2,0.03,1.74
74154,DECLO 1,74249,RUPERT 2 6,1,Closed,Line,NO,-13.1,17.6,22,200.1,12.2,0.07,-2.83
41006,LAKE HAVASU CITY 4 1,41009,LAKE HAVASU CITY 4 4,1,Closed,Transformer,YES,-116.4,-19.2,118,973.2,12.2,0.03,1.91
40027,PARKER 1 1,28990,PARKER DAM 3,1,Closed,Line,NO,-16.6,-2.9,16.9,138.7,12.2,0.07,-1.8
30034,GARDNERVILLE 1 1,30038,MINDEN 1,1,Closed,Line,NO,-25,-14.5,28.9,237.8,12.2,0.03,-2.26
13554,KLAMATH FALLS 5 1,13561,KLAMATH FALLS 5 8,1,Closed,Transformer,YES,-166.5,20.7,167.7,1380.2,12.2,0.03,2.18
20297,MAXWELL 2,20296,MAXWELL 1,1,Closed,Transformer,YES,-160.4,5.2,160.5,1320.4,12.2,0.03,1.93
23140,MERCED 5 1,23139,MERCED 4 1,1,Closed,Line,NO,26.2,-5.5,26.8,220.6,12.2,0.03,-0.61
13038,ROSEBURG 2 2,13036,ROSEBURG 1 1,1,Closed,Line,NO,-23.7,-0.4,23.7,195.4,12.2,0.01,-0.32
13554,KLAMATH FALLS 5 1,13560,KLAMATH FALLS 5 7,1,Closed,Transformer,YES,-166.5,21.2,167.8,1381,12.1,0.03,2.6
10505,CARNATION 1,10477,WOODINVILLE 2 1,1,Closed,Line,NO,20.7,-13.8,24.9,204.9,12.1,0.02,-1.65
20484,MIDDLETOWN 6 1,20488,MIDDLETOWN 6 5,1,Closed,Transformer,YES,-182,3.1,182.1,1500.6,12.1,0.04,3.1
13556,KLAMATH FALLS 5 3,20156,TULELAKE 1,1,Closed,Line,NO,25.3,-5.8,26,214.2,12.1,0.15,-7.79
29033,NORTH PALM SPRINGS 5 1,29036,NORTH PALM SPRINGS 5 4,1,Closed,TransformerWinding,YES,-17.8,3.2,18.1,149.3,12.1,0,0.05
50225,GUNNISON 1 1,50303,FERRON 1,1,Closed,Line,NO,-28.2,3.1,28.4,253.4,12.1,0.13,-8.81
26071,TAFT 2 1,26073,TAFT 2 3,1,Closed,Transformer,YES,-38.5,4.9,38.8,320.3,12.1,0.01,0.57
74225,IDAHO FALLS 7 1,74182,IDAHO FALLS 6 1,1,Closed,Line,NO,20.6,-14.9,25.4,209.4,12.1,0.01,-0.65
28880,BLYTHE 2 2,28884,BLYTHE 2 6,1,Closed,TransformerWinding,YES,44.5,14.6,46.9,386.9,12.1,0.01,0.4
23103,HILMAR 1,23108,TURLOCK 3 1,1,Closed,Line,NO,-24.7,-1.7,24.7,205.3,12.1,0.05,-3.84
25208,WOODLAND HILLS 3 1,25300,LOS ANGELES 6 1,1,Closed,Line,NO,21.6,-12,24.7,204.4,12.1,0.01,-0.39
77263,BUTTE 3 1,77266,BUTTE 3 4,1,Closed,TransformerWinding,YES,49,-18.6,52.4,433.2,12.1,0,-0.26
40698,DATELAND 1 1,40701,DATELAND 1 4,1,Closed,Transformer,YES,-91,0.7,91,752.5,12.1,0.01,0.66
28924,NORTH PALM SPRINGS 4 1,28926,NORTH PALM SPRINGS 4 3,1,Closed,Transformer,YES,-49.7,6.2,50.1,414.5,12.1,0.01,0.68
40260,COTTONWOOD 2 1,40752,MOHAVE VALLEY 2 2,1,Closed,Line,NO,-36.6,-253.3,255.9,2118.5,12.1,0.15,-355.11
74132,LOLO 1,77126,CLINTON 2 1,1,Closed,Line,NO,-19.5,-14.3,24.2,200.1,12.1,0.04,-10.22
11066,TOUCHET 4,10974,KENNEWICK 6 1,1,Closed,Line,NO,133.1,16.6,134.1,1128.8,12.1,0.07,-13.47
21649,PITTSBURG 6 1,21607,PITTSBURG 4 1,1,Closed,Line,NO,-127.3,11,127.8,1060,12.1,0.02,-2.03
25065,CARPINTERIA 2,25073,OJAI 1,1,Closed,Line,NO,-17.3,14.1,22.3,200.8,12.1,0.02,-2.92
13681,ARLINGTON 8 1,13685,ARLINGTON 8 5,1,Closed,Transformer,YES,-191.3,-50.6,197.9,1647,12.1,0.03,2.55
13059,GRANTS PASS 3 2,13060,GRANTS PASS 4 1,1,Closed,Line,NO,10.2,19,21.6,190.3,12,0.02,-1.55
60876,FOUNTAIN 5 1,60883,FOUNTAIN 5 8,1,Closed,Transformer,YES,-34.6,-90.3,96.7,814.7,12,0.02,1.52
23355,GUSTINE 2,23111,LOS BANOS 2 1,1,Closed,Line,NO,23.9,7.7,25.1,215.3,12,0.05,-2.43
70090,SUNDANCE 1,70089,UPTON 2,1,Closed,Line,NO,24.1,-9.6,26,216.1,12,0.1,-8.95
60618,CHEYENNE WELLS 2,60823,BURLINGTON 5 2,1,Closed,Line,NO,-16.7,-4.7,17.3,144.3,12,0.1,-5.06
74139,HAILEY 1,74138,CHALLIS 1,1,Closed,Line,NO,-28.4,-3.6,28.6,248,12,0.21,-12.05
10615,REPUBLIC 1,11013,GRAND COULEE 3,1,Closed,Line,NO,-23.9,-7.4,25,208.6,12,0.16,-4.88
13602,IDLEYLD PARK 2 2,13604,IDLEYLD PARK 2 4,1,Closed,TransformerWinding,YES,12.2,5.8,13.5,112.2,12,0.01,0.2
60738,GEORGETOWN 1,60747,GEORGETOWN 10,1,Closed,Transformer,YES,-94.4,-12.9,95.3,796.2,12,0.02,1.62
13470,UMATILLA 2 1,13477,UMATILLA 2 8,1,Closed,Transformer,YES,-165.1,9.5,165.3,1378.1,12,0.02,1.44
60422,DENVER 51 1,60431,AURORA 3 1,1,Closed,Line,NO,-17.3,3.1,17.6,147.6,12,0.01,-0.36
13470,UMATILLA 2 1,13475,UMATILLA 2 6,1,Closed,Transformer,YES,-165.1,9.9,165.4,1380,12,0.02,1.77
28541,SAN DIEGO 39 1,28932,SAN DIEGO 51 5,1,Closed,Line,NO,-24.3,-4.8,24.7,206.4,12,0.01,-1.61
30013,RENO 4 2,30012,RENO 4 1,1,Closed,Transformer,YES,-13.6,-4.1,14.2,120,12,0.01,0.4
10583,WEST RICHLAND 1,10589,RICHLAND 1 1,1,Closed,Line,NO,14.8,18.7,23.9,202.3,12,0.02,-0.47
60528,PUEBLO 5 1,60530,PUEBLO 6 1,1,Closed,Line,NO,-17.6,-1.5,17.6,147.1,12,0.04,-1.22
25382,HAWTHORNE 1 1,25533,HUNTINGTON PARK 1 2,1,Closed,Line,NO,3,-21.5,21.7,181.4,12,0,-0.44
10203,LANGLEY 1,10087,PORT LUDLOW 1,1,Closed,Line,NO,11.7,20.2,23.3,214.8,11.9,0.03,-2.64
60674,BOULDER 9 1,60678,BOULDER 9 5,1,Closed,Transformer,YES,-59,-26.9,64.9,546.8,11.9,0.01,0.73
23175,LEMOORE 2 1,23362,CORCORAN 2 4,1,Closed,Line,NO,20.6,9.2,22.6,195.5,11.9,0.03,-1.72
10293,FEDERAL WAY 3 1,10416,KENT 4 1,1,Closed,Line,NO,-13.5,-19.1,23.4,196.4,11.9,0.01,-0.6
26027,LOS ANGELES 81 2,25297,SHERMAN OAKS 2 3,1,Closed,Line,NO,20.4,-12.8,24.1,202.7,11.9,0.01,-0.59
60596,OLNEY SPRINGS 1,60599,ORDWAY 1,1,Closed,Line,NO,13.7,8.5,16.1,138.1,11.9,0.02,-0.56
70037,RAWLINS 1,70042,SARATOGA 3 1,1,Closed,Line,NO,21.5,-14,25.6,215.7,11.9,0.24,-5.56
30183,LAS VEGAS 46 2,30203,LAS VEGAS 55 1,1,Closed,Line,NO,28.5,-5,28.9,243.5,11.9,0.01,-0.88
40737,TEMPE 9 1,40743,TEMPE 9 7,1,Closed,Transformer,YES,-57.7,-28.8,64.4,544.9,11.9,0.01,0.7
10011,PORT ANGELES 1 1,10020,PORT ANGELES 2 2,1,Closed,Line,NO,-25.1,-3.9,25.4,214.1,11.9,0.14,-1.82
40737,TEMPE 9 1,40742,TEMPE 9 6,1,Closed,Transformer,YES,-57.6,-28.3,64.2,545.3,11.9,0.02,1.18
70017,ROCK SPRINGS 1 1,50460,DUTCH JOHN 3,1,Closed,Line,NO,10.3,-19.7,22.2,186.9,11.9,0.09,-7.91
21074,GLEN ELLEN 1,21237,VALLEJO 4 1,1,Closed,Line,NO,16.7,-17.1,23.9,201.2,11.9,0.01,-10.83
10767,DAYTON 2 2,10766,DAYTON 2 1,1,Closed,Transformer,YES,-41.4,-0.5,41.4,349.1,11.9,0.01,0.61
60680,BURLINGTON 4 2,60679,BURLINGTON 4 1,1,Closed,Transformer,YES,-73,-15.3,74.5,629.8,11.9,0.01,0.82
10585,MOSES LAKE 1 1,10606,WARDEN 1,1,Closed,Line,NO,-11.6,8.4,14.3,168.3,11.9,0.01,-7.88
40124,PRESCOTT VALLEY 2 1,40133,PRESCOTT VALLEY 3 1,1,Closed,Line,NO,16.5,-2.9,16.8,141.4,11.9,0.02,-1.76
25562,SOUTH GATE 2 1,25665,ROSEMEAD 1 1,1,Closed,Line,NO,-3.6,18.5,18.8,162.1,11.9,0,-0.43
21217,OAKLAND 3 1,21198,BERKELEY 3 1,1,Closed,Line,NO,19.8,-7.9,21.3,180.1,11.9,0,-0.4
20190,SACRAMENTO 33 1,20137,SACRAMENTO 13 1,1,Closed,Line,NO,-19.6,-11.4,22.7,191.6,11.8,0.01,-0.18
23233,TULARE 1 1,23265,LEMOORE 3 1,1,Closed,Line,NO,-120.4,-61.1,135,1140.2,11.8,0.17,-51.43
40931,JOSEPH CITY 2 1,40936,JOSEPH CITY 2 6,1,Closed,Transformer,YES,-168.4,-91.1,191.5,1630.1,11.8,0.04,2.94
53123,ALBUQUERQUE 24 1,53121,ALBUQUERQUE 23 1,1,Closed,Line,NO,14,7.5,15.9,136.4,11.8,0.01,-0.52
50008,SAINT GEORGE 3 1,50017,HURRICANE 1,1,Closed,Line,NO,21.9,-9.8,24,202.4,11.8,0.03,-6.23
53278,BLOOMFIELD 2 1,53281,BLOOMFIELD 2 4,1,Closed,TransformerWinding,YES,35.6,0.7,35.6,301.3,11.8,0.01,0.4
21600,BIRDS LANDING 1 1,21604,BIRDS LANDING 1 5,1,Closed,Transformer,YES,-39,-11.7,40.7,345.1,11.8,0.01,0.47
60785,PUEBLO 13 1,60795,PUEBLO 13 11,1,Closed,Transformer,YES,-33.2,-16.4,37,315.3,11.8,0.01,0.61
28038,ANAHEIM 5 1,28035,ANAHEIM 4 1,1,Closed,Line,NO,88.3,-97.8,131.8,1114.7,11.8,0.04,-4.87
21298,SANTA CRUZ 1 1,21685,COYOTE 2,1,Closed,Line,NO,-133.5,-0.9,133.5,1157.4,11.8,0.17,-30.27
60735,NUCLA 2,60805,MONTROSE 4 2,1,Closed,Line,NO,26.7,11.6,29.1,383.1,11.8,0.09,-25.01
40998,ARLINGTON 12 1,41000,ARLINGTON 12 3,1,Closed,Transformer,YES,-33.9,-116.3,121.2,1033.7,11.8,0.02,1.03
53179,GRANTS 1,53197,RAMAH 3,1,Closed,Line,NO,-17.5,-2.1,17.6,149.2,11.8,0.11,-1.62
80077,EL PASO 35 2,80079,EL PASO 35 4,1,Closed,TransformerWinding,YES,-20.9,4.4,21.4,181.5,11.8,-0.01,-0.25
50197,LEWISTON 1 2,74320,GRACE 2 4,1,Closed,Line,NO,-28,6.2,28.6,257.5,11.8,0.17,-5.37
50352,MONTEZUMA CREEK 1,60010,CORTEZ 6,1,Closed,Line,NO,12.4,-22.1,25.3,214.1,11.8,0.09,-4.44
11000,GOLDENDALE 5 1,11006,GOLDENDALE 5 7,1,Closed,Transformer,YES,-141.6,-70.6,158.2,1347.9,11.8,0.02,1.78
74137,KIMBERLY 1 1,74131,TWIN FALLS 2 2,1,Closed,Line,NO,2.7,18.2,18.4,189.2,11.8,0.01,-3.95
11000,GOLDENDALE 5 1,11005,GOLDENDALE 5 6,1,Closed,Transformer,YES,-141.6,-71,158.4,1348.5,11.8,0.01,1.34
23448,TURLOCK 5 7,23284,SAN JOAQUIN 1 1,1,Closed,Line,NO,389,-102.9,402.3,4120.9,11.8,0.36,-394.49
25739,LA HABRA 1 1,25754,ROWLAND HEIGHTS 2 1,1,Closed,Line,NO,17.5,-15.5,23.4,198.3,11.8,0.01,-0.5
25283,LOS ANGELES 3 3,25383,HAWTHORNE 2 1,1,Closed,Line,NO,23.5,-4.1,23.9,202.8,11.8,0.01,-1.31
20519,OROVILLE 6 1,20168,OROVILLE 4 1,1,Closed,Line,NO,1.6,-21.9,21.9,186.1,11.8,0,-5.26
26194,CASTAIC 3 1,26199,CASTAIC 3 6,1,Closed,Transformer,YES,-180.9,-54.2,188.8,1613.9,11.8,0.05,3.81
23291,AUBERRY 1 1,23429,HANFORD 3 5,1,Closed,Line,NO,121.6,-61,136.1,1155.8,11.8,0.51,-55.4
60783,LYONS 3 1,60287,LOVELAND 4 1,1,Closed,Line,NO,50.3,20.4,54.3,477.5,11.8,0.04,-4.73
13048,GRANTS PASS 1 1,13051,GRANTS PASS 2 2,1,Closed,Line,NO,-22.2,-7.1,23.3,198.1,11.8,0.03,-1.08
53152,LAS CRUCES 9 2,53164,HATCH 1,1,Closed,Line,NO,-14.8,-7.7,16.7,141.8,11.8,0.03,-1.94
21198,BERKELEY 3 1,21224,BERKELEY 5 1,1,Closed,Line,NO,-15.9,-18.6,24.4,207.9,11.8,0,-0.14
74161,BLACKFOOT 1 1,74155,ARCO 1,1,Closed,Line,NO,-26.4,-5.9,27.1,230.2,11.8,0.14,-8.12
60877,FOUNTAIN 5 2,60639,FOUNTAIN 3 6,1,Closed,Line,NO,-55.6,25.8,61.3,527.9,11.8,0.04,-1.64
20542,DOBBINS 1,20410,ALTA 1 1,1,Closed,Line,NO,129.3,-49,138.3,1176.8,11.8,0.17,-30.01
26152,TUPMAN 2 1,26156,TUPMAN 2 5,1,Closed,TransformerWinding,YES,181,-3.4,181,1543.2,11.7,0.12,8.79
74154,DECLO 1,74306,MALTA 1 3,1,Closed,Line,NO,4.2,-21.5,21.9,186.2,11.7,0.01,-20.15
60168,LYONS 2 5,60855,ESTES PARK 2 1,1,Closed,Line,NO,-14.8,-8.6,17.2,146.1,11.7,0.03,-1.16
77109,HELENA 2 1,77229,HELENA 4 2,1,Closed,Line,NO,-22.2,-10.7,24.7,210.1,11.7,0.08,-3.44
13594,OXBOW 2 1,10835,POMEROY 1 12,1,Closed,Line,NO,-337,-329.6,471.4,4016.6,11.7,0.46,-524.69
25875,CARSON 7 2,25528,LONG BEACH 2 1,1,Closed,Line,NO,-13.5,21.2,25.1,217.6,11.7,0.01,-0.52
40737,TEMPE 9 1,40745,TEMPE 9 9,1,Closed,Transformer,YES,-53.8,-27.1,60.2,514.7,11.7,0.01,0.4
53173,MAGDALENA 2,53147,SOCORRO 1,1,Closed,Line,NO,-14.9,0.8,14.9,143,11.7,0.16,-6.66
50067,HERRIMAN 2 1,50049,TOOELE 1 1,1,Closed,Line,NO,28.4,9.9,30.1,263.1,11.7,0.03,-2.16
25901,LEBEC 1 1,25908,LEBEC 1 8,1,Closed,Transformer,YES,-155.1,-35.2,159.1,1359.7,11.7,0.02,1.49
60302,FORT COLLINS 5 2,60554,GREELEY 4 2,1,Closed,Line,NO,22.4,7.8,23.8,213.1,11.7,0.1,-3.39
25901,LEBEC 1 1,25907,LEBEC 1 7,1,Closed,Transformer,YES,-155.1,-34.4,158.9,1360.1,11.7,0.03,2.23
21279,MARTINEZ 2 1,21370,CONCORD 4 2,1,Closed,Line,NO,-14.7,-16.4,22,188,11.7,0,-0.23
10153,UNIVERSITY PLACE 1,10164,ROY 1 1,1,Closed,Line,NO,24,0.6,24,204.8,11.7,0.01,-0.51
28628,EL CAJON 3 1,28590,LA MESA 3 1,1,Closed,Line,NO,-15.4,15.4,21.8,192.7,11.7,0.01,-1.11
53019,RUIDOSO 1,53010,RUIDOSO DOWNS 1,1,Closed,Line,NO,17.3,-0.8,17.3,147.5,11.7,0.03,-1.03
13569,ARLINGTON 5 1,11068,ROOSEVELT 2 2,1,Closed,Line,NO,23.6,-1.9,23.7,202.2,11.7,0.05,-1.05
60725,DENVER 55 2,60729,DENVER 55 6,1,Closed,Transformer,YES,-11.6,-5.3,12.8,109.6,11.7,0,0.15
25127,BAKERSFIELD 10 1,25133,BAKERSFIELD 13 1,1,Closed,Line,NO,-21.1,-5.3,21.7,185.8,11.7,0.01,-0.32
53003,CAPITAN 1,53021,CARRIZOZO 1,1,Closed,Line,NO,-15.9,0.9,15.9,143.4,11.7,0.12,-4.19
10072,OLYMPIA 10 1,10155,LAKEWOOD 2 1,1,Closed,Line,NO,21.2,-11.3,24.1,205.7,11.7,0.03,-0.57
20014,FORT BRAGG 1,20019,WILLITS 1,1,Closed,Line,NO,19.4,-13.6,23.7,202.7,11.7,0.02,-3.62
25901,LEBEC 1 1,25906,LEBEC 1 6,1,Closed,Transformer,YES,-155.1,-35.2,159.1,1363.7,11.7,0.02,1.49
28880,BLYTHE 2 2,28954,BLYTHE 3 6,1,Closed,Line,NO,122.3,-31.5,126.3,1080.2,11.7,0.11,-21.99
50175,LEHI 1 2,50264,PLEASANT GROVE 2 2,1,Closed,Line,NO,-8.4,-26.5,27.8,238.1,11.7,0.01,-1.27
50438,MAGNA 3 1,50442,MAGNA 3 5,1,Closed,Transformer,YES,-31.7,-14.2,34.7,299.2,11.7,0.01,0.61
25901,LEBEC 1 1,25905,LEBEC 1 5,1,Closed,Transformer,YES,-155.1,-34.4,158.9,1364.7,11.7,0.03,2.22
30073,HAWTHORNE 4 1,30381,LUNING 1,1,Closed,Line,NO,-27.7,5.1,28.1,249.9,11.7,0.12,-3.82
25297,SHERMAN OAKS 2 3,25381,LOS ANGELES 20 1,1,Closed,Line,NO,-7.5,-19.3,20.7,177.2,11.7,0,-1.06
60683,PLATTEVILLE 2 2,60692,PLATTEVILLE 2 11,1,Closed,Transformer,YES,-36.8,4.8,37.1,318.1,11.7,0.01,0.64
25901,LEBEC 1 1,25904,LEBEC 1 4,1,Closed,Transformer,YES,-155.1,-34.5,158.9,1365.8,11.7,0.03,2.12
13638,MILTON FREEWATER 2 2,13607,ATHENA 3,1,Closed,Line,NO,-23.3,4.4,23.7,204.3,11.7,0.01,-0.58
23328,BIG CREEK 1 9,23468,BIG CREEK 4 11,1,Closed,Line,NO,-22.8,-1.8,22.9,196.2,11.7,0.01,-1.63
60326,DENVER 18 1,60244,ARVADA 6 3,1,Closed,Line,NO,6.7,-13.4,15,128.2,11.7,0,-0.09
